odd,date
6.30,2021-04-26 08:29:01.013175
1.83,2021-04-26 08:29:19.256583
1.42,2021-04-26 08:29:37.566237
1.04,2021-04-26 08:29:46.685941
2.32,2021-04-26 08:30:11.005367
1.42,2021-04-26 08:30:29.402085
1.50,2021-04-26 08:30:44.584602
1.08,2021-04-26 08:30:56.697174
1.93,2021-04-26 08:31:17.889519
1.31,2021-04-26 08:31:33.062532
1.56,2021-04-26 08:31:51.287118
1.63,2021-04-26 08:32:09.486679
1.07,2021-04-26 08:32:21.617354
1.00,2021-04-26 08:32:30.769705
4.76,2021-04-26 08:33:07.112175
1.19,2021-04-26 08:33:22.339659
2.84,2021-04-26 08:33:49.666857
3.38,2021-04-26 08:34:20.047312
1.94,2021-04-26 08:34:41.288676
1.01,2021-04-26 08:34:50.398517
1.18,2021-04-26 08:35:05.546741
1.89,2021-04-26 08:35:26.759614
1.63,2021-04-26 08:35:45.014067
1.40,2021-04-26 08:36:00.151414
1.07,2021-04-26 08:36:12.308256
1.50,2021-04-26 08:36:30.621546
2.15,2021-04-26 08:36:51.873666
1.00,2021-04-26 08:37:04.073138
3.91,2021-04-26 08:37:34.454284
2.60,2021-04-26 08:38:01.758034
1.08,2021-04-26 08:38:13.883433
5.63,2021-04-26 08:38:53.308017
1.06,2021-04-26 08:39:02.505900
1.34,2021-04-26 08:39:17.713849
11.79,2021-04-26 08:40:57.723054
1.75,2021-04-26 08:41:15.912442
1.22,2021-04-26 08:41:28.079185
3.64,2021-04-26 08:42:01.388751
2.26,2021-04-26 08:42:25.653428
1.69,2021-04-26 08:42:43.815951
1.34,2021-04-26 08:42:58.955815
1.00,2021-04-26 08:43:08.081190
1.11,2021-04-26 08:43:20.196142
1.00,2021-04-26 08:43:32.327981
2.11,2021-04-26 08:43:53.522902
3.26,2021-04-26 08:44:26.938988
1.11,2021-04-26 08:44:39.068754
1.14,2021-04-26 08:44:51.199369
1.00,2021-04-26 08:45:00.303106
1.09,2021-04-26 08:45:12.434091
55.83,2021-04-26 08:46:28.406227
1.88,2021-04-26 08:46:49.689943
1.45,2021-04-26 08:47:07.975998
1.15,2021-04-26 08:47:20.129265
1.77,2021-04-26 08:47:38.356816
2.37,2021-04-26 08:48:05.673655
1.85,2021-04-26 08:48:23.906780
1.40,2021-04-26 08:48:42.278578
2.38,2021-04-26 08:49:06.681447
17.69,2021-04-26 08:50:04.414555
1.81,2021-04-26 08:50:25.740651
2.17,2021-04-26 08:50:47.019125
1.59,2021-04-26 08:51:05.313646
1.07,2021-04-26 08:51:17.486837
2.68,2021-04-26 08:51:44.893152
5.99,2021-04-26 08:52:24.413316
2.54,2021-04-26 08:52:51.712278
3.41,2021-04-26 08:53:22.085669
1.07,2021-04-26 08:53:34.336713
5.92,2021-04-26 08:54:13.709370
1.19,2021-04-26 08:54:25.821437
1.47,2021-04-26 08:54:44.095152
1.37,2021-04-26 08:54:59.282573
3.50,2021-04-26 08:55:29.576291
1.25,2021-04-26 08:55:44.763575
1.12,2021-04-26 08:55:56.911918
2.38,2021-04-26 08:56:21.232688
7.92,2021-04-26 08:57:07.052007
5.94,2021-04-26 08:57:46.552862
3.64,2021-04-26 08:58:16.911145
2.82,2021-04-26 08:58:44.331501
2.38,2021-04-26 08:59:08.763305
1.04,2021-04-26 08:59:20.948761
1.73,2021-04-26 08:59:39.212298
1.92,2021-04-26 09:00:00.496439
1.15,2021-04-26 09:00:12.835272
1.13,2021-04-26 09:00:24.980344
1.33,2021-04-26 09:00:40.166347
4.17,2021-04-26 09:01:16.606185
1.02,2021-04-26 09:01:25.793009
3.31,2021-04-26 09:01:56.128834
1.84,2021-04-26 09:02:17.308312
2.94,2021-04-26 09:02:44.659671
1.32,2021-04-26 09:02:59.822697
1.13,2021-04-26 09:03:12.008641
1.06,2021-04-26 09:03:24.142825
2.66,2021-04-26 09:03:51.389725
1.65,2021-04-26 09:04:09.607902
1.32,2021-04-26 09:04:24.766092
1.16,2021-04-26 09:04:36.958445
1.24,2021-04-26 09:04:52.137199
7.19,2021-04-26 09:05:34.658452
2.20,2021-04-26 09:05:58.956095
1.00,2021-04-26 09:06:08.060003
2.01,2021-04-26 09:06:29.298630
